amphur_id,code,name,name_eng,postcode,province_id,active,recby_id,rectime,remark
424,4104,กุมภวาปี   ,,41110,29,T,,3/1/2015 14:51,
425,4105,โนนสะอาด   ,,41240,29,T,,3/1/2015 14:51,
426,4106,หนองหาน   ,,41130,29,T,,3/1/2015 14:51,
427,4107,ทุ่งฝน   ,,41310,29,T,,3/1/2015 14:51,
428,4108,ไชยวาน   ,,41290,29,T,,3/1/2015 14:51,
429,4109,ศรีธาตุ   ,,41230,29,T,,3/1/2015 14:51,
430,4110,วังสามหมอ   ,,41280,29,T,,3/1/2015 14:51,
431,4111,บ้านดุง   ,,41190,29,T,,3/1/2015 14:51,
432,4112,หนองบัวลำภู   ,,0,29,T,,3/1/2015 14:51,
433,4113,ศรีบุญเรือง   ,,0,29,T,,3/1/2015 14:51,
434,4114,นากลาง   ,,0,29,T,,3/1/2015 14:51,
435,4115,สุวรรณคูหา   ,,0,29,T,,3/1/2015 14:51,
436,4116,โนนสัง   ,,0,29,T,,3/1/2015 14:51,
437,4117,บ้านผือ   ,,41160,29,T,,3/1/2015 14:51,
438,4118,น้ำโสม   ,,41210,29,T,,3/1/2015 14:51,
439,4119,เพ็ญ   ,,41150,29,T,,3/1/2015 14:51,
440,4120,สร้างคอม   ,,41260,29,T,,3/1/2015 14:51,
441,4121,หนองแสง   ,,41340,29,T,,3/1/2015 14:51,
442,4122,นายูง   ,,41380,29,T,,3/1/2015 14:51,
443,4123,พิบูลย์รักษ์   ,,41130,29,T,,3/1/2015 14:51,
444,4124,กู่แก้ว   ,,41130,29,T,,3/1/2015 14:51,
445,4125,ประจักษ์ศิลปาคม   ,,41110,29,T,,3/1/2015 14:51,
446,4201,เมืองเลย   ,,42000,30,T,,3/1/2015 14:51,
447,4202,นาด้วง   ,,42210,30,T,,3/1/2015 14:51,
448,4203,เชียงคาน   ,,42110,30,T,,3/1/2015 14:51,
449,4204,ปากชม   ,,42150,30,T,,3/1/2015 14:51,
450,4205,ด่านซ้าย   ,,42120,30,T,,3/1/2015 14:51,
451,4206,นาแห้ว   ,,42170,30,T,,3/1/2015 14:51,
452,4207,ภูเรือ   ,,42160,30,T,,3/1/2015 14:51,
453,4208,ท่าลี่   ,,42140,30,T,,3/1/2015 14:51,
454,4209,วังสะพุง   ,,42130,30,T,,3/1/2015 14:51,
455,4210,ภูกระดึง   ,,42180,30,T,,3/1/2015 14:51,
456,4211,ภูหลวง   ,,42230,30,T,,3/1/2015 14:51,
457,4212,ผาขาว   ,,42240,30,T,,3/1/2015 14:51,
458,4213,เอราวัณ   ,,42220,30,T,,3/1/2015 14:51,
459,4214,หนองหิน   ,,42190,30,T,,3/1/2015 14:51,
460,4301,เมืองหนองคาย   ,,43000,31,T,,3/1/2015 14:51,
461,4302,ท่าบ่อ   ,,43110,31,T,,3/1/2015 14:51,
462,4303,เมืองบึงกาฬ   ,,38000,97,T,,3/1/2015 14:51,
463,4304,พรเจริญ   ,,38180,97,T,,3/1/2015 14:51,
464,4305,โพนพิสัย   ,,43120,31,T,,3/1/2015 14:51,
465,4306,โซ่พิสัย   ,,38170,97,T,,3/1/2015 14:51,
466,4307,ศรีเชียงใหม่   ,,43130,31,T,,3/1/2015 14:51,
467,4308,สังคม   ,,43160,31,T,,3/1/2015 14:51,
468,4309,เซกา   ,,38150,97,T,,3/1/2015 14:51,
469,4310,ปากคาด   ,,38190,97,T,,3/1/2015 14:51,
470,4311,บึงโขงหลง   ,,38220,97,T,,3/1/2015 14:51,
471,4312,ศรีวิไล   ,,38210,97,T,,3/1/2015 14:51,
472,4313,บุ่งคล้า   ,,38000,97,T,,3/1/2015 14:51,
473,4314,สระใคร   ,,43100,31,T,,3/1/2015 14:51,
474,4315,เฝ้าไร่   ,,43120,31,T,,3/1/2015 14:51,
475,4316,รัตนวาปี   ,,43120,31,T,,3/1/2015 14:51,
476,4317,โพธิ์ตาก   ,,43130,31,T,,3/1/2015 14:51,
477,4401,เมืองมหาสารคาม   ,,44000,32,T,,3/1/2015 14:51,
478,4402,แกดำ   ,,44190,32,T,,3/1/2015 14:51,
479,4403,โกสุมพิสัย   ,,44140,32,T,,3/1/2015 14:51,
480,4404,กันทรวิชัย   ,,44150,32,T,,3/1/2015 14:51,
481,4405,เชียงยืน   ,,44160,32,T,,3/1/2015 14:51,
482,4406,บรบือ   ,,44130,32,T,,3/1/2015 14:51,
483,4407,นาเชือก   ,,44170,32,T,,3/1/2015 14:51,
484,4408,พยัคฆภูมิพิสัย   ,,44110,32,T,,3/1/2015 14:51,
485,4409,วาปีปทุม   ,,44120,32,T,,3/1/2015 14:51,
486,4410,นาดูน   ,,44180,32,T,,3/1/2015 14:51,
487,4411,ยางสีสุราช   ,,44210,32,T,,3/1/2015 14:51,
488,4412,กุดรัง   ,,44130,32,T,,3/1/2015 14:51,
489,4413,ชื่นชม   ,,44160,32,T,,3/1/2015 14:51,
490,4481,หลุบ   ,,0,32,T,,3/1/2015 14:51,
491,4501,เมืองร้อยเอ็ด   ,,45000,33,T,,3/1/2015 14:51,
492,4502,เกษตรวิสัย   ,,45150,33,T,,3/1/2015 14:51,
493,4503,ปทุมรัตต์   ,,45190,33,T,,3/1/2015 14:51,
494,4504,จตุรพักตรพิมาน   ,,45180,33,T,,3/1/2015 14:51,
495,4505,ธวัชบุรี   ,,45170,33,T,,3/1/2015 14:51,
496,4506,พนมไพร   ,,45140,33,T,,3/1/2015 14:51,
497,4507,โพนทอง   ,,45110,33,T,,3/1/2015 14:51,
498,4508,โพธิ์ชัย   ,,45230,33,T,,3/1/2015 14:51,
499,4509,หนองพอก   ,,45210,33,T,,3/1/2015 14:51,
500,4510,เสลภูมิ   ,,45120,33,T,,3/1/2015 14:51,
501,4511,สุวรรณภูมิ   ,,45130,33,T,,3/1/2015 14:51,
502,4512,เมืองสรวง   ,,45220,33,T,,3/1/2015 14:51,
503,4513,โพนทราย   ,,45240,33,T,,3/1/2015 14:51,
504,4514,อาจสามารถ   ,,45160,33,T,,3/1/2015 14:51,
505,4515,เมยวดี   ,,45250,33,T,,3/1/2015 14:51,
506,4516,ศรีสมเด็จ   ,,45260,33,T,,3/1/2015 14:51,
507,4517,จังหาร   ,,45270,33,T,,3/1/2015 14:51,
508,4518,เชียงขวัญ   ,,45000,33,T,,3/1/2015 14:51,
509,4519,หนองฮี   ,,45140,33,T,,3/1/2015 14:51,
510,4520,ทุ่งเขาหลวง   ,,45170,33,T,,3/1/2015 14:51,
511,4601,เมืองกาฬสินธุ์   ,,46000,34,T,,3/1/2015 14:51,
512,4602,นามน   ,,46230,34,T,,3/1/2015 14:51,
513,4603,กมลาไสย   ,,46130,34,T,,3/1/2015 14:51,
514,4604,ร่องคำ   ,,46210,34,T,,3/1/2015 14:51,
515,4605,กุฉินารายณ์   ,,46110,34,T,,3/1/2015 14:51,
516,4606,เขาวง   ,,46160,34,T,,3/1/2015 14:51,
517,4607,ยางตลาด   ,,46120,34,T,,3/1/2015 14:51,
518,4608,ห้วยเม็ก   ,,46170,34,T,,3/1/2015 14:51,
519,4609,สหัสขันธ์   ,,46140,34,T,,3/1/2015 14:51,
520,4610,คำม่วง   ,,46180,34,T,,3/1/2015 14:51,
521,4611,ท่าคันโท   ,,46190,34,T,,3/1/2015 14:51,
522,4612,หนองกุงศรี   ,,46220,34,T,,3/1/2015 14:51,
523,4613,สมเด็จ   ,,46150,34,T,,3/1/2015 14:51,
524,4614,ห้วยผึ้ง   ,,46240,34,T,,3/1/2015 14:51,
525,4615,สามชัย   ,,46180,34,T,,3/1/2015 14:51,
526,4616,นาคู   ,,46160,34,T,,3/1/2015 14:51,
527,4617,ดอนจาน   ,,46000,34,T,,3/1/2015 14:51,
528,4618,ฆ้องชัย   ,,46130,34,T,,3/1/2015 14:51,
529,4701,เมืองสกลนคร   ,,47000,35,T,,3/1/2015 14:51,
530,4702,กุสุมาลย์   ,,47210,35,T,,3/1/2015 14:51,
531,4703,กุดบาก   ,,47180,35,T,,3/1/2015 14:51,
532,4704,พรรณานิคม   ,,47130,35,T,,3/1/2015 14:51,
533,4705,พังโคน   ,,47160,35,T,,3/1/2015 14:51,
534,4706,วาริชภูมิ   ,,47150,35,T,,3/1/2015 14:51,
535,4707,นิคมน้ำอูน   ,,47270,35,T,,3/1/2015 14:51,
536,4708,วานรนิวาส   ,,47120,35,T,,3/1/2015 14:51,
537,4709,คำตากล้า   ,,47250,35,T,,3/1/2015 14:51,
538,4710,บ้านม่วง   ,,47140,35,T,,3/1/2015 14:51,
539,4711,อากาศอำนวย   ,,47170,35,T,,3/1/2015 14:51,
540,4712,สว่างแดนดิน   ,,47110,35,T,,3/1/2015 14:51,
541,4713,ส่องดาว   ,,47190,35,T,,3/1/2015 14:51,
542,4714,เต่างอย   ,,47260,35,T,,3/1/2015 14:51,
543,4715,โคกศรีสุพรรณ   ,,47280,35,T,,3/1/2015 14:51,
544,4716,เจริญศิลป์   ,,47290,35,T,,3/1/2015 14:51,
545,4717,โพนนาแก้ว   ,,47230,35,T,,3/1/2015 14:51,
546,4718,ภูพาน   ,,47180,35,T,,3/1/2015 14:51,
547,4751,วานรนิวาส (สาขาตำบลกุดเรือคำ)   ,,0,35,T,,3/1/2015 14:51,
548,4781,อ.บ้านหัน  จ.สกลนคร   ,,0,35,T,,3/1/2015 14:51,
549,4801,เมืองนครพนม   ,,48000,36,T,,3/1/2015 14:51,
550,4802,ปลาปาก   ,,48160,36,T,,3/1/2015 14:51,
551,4803,ท่าอุเทน   ,,48120,36,T,,3/1/2015 14:51,
552,4804,บ้านแพง   ,,48140,36,T,,3/1/2015 14:51,
553,4805,ธาตุพนม   ,,48110,36,T,,3/1/2015 14:51,
554,4806,เรณูนคร   ,,48170,36,T,,3/1/2015 14:51,
555,4807,นาแก   ,,48130,36,T,,3/1/2015 14:51,
556,4808,ศรีสงคราม   ,,48150,36,T,,3/1/2015 14:51,
557,4809,นาหว้า   ,,48180,36,T,,3/1/2015 14:51,
558,4810,โพนสวรรค์   ,,48190,36,T,,3/1/2015 14:51,
559,4811,นาทม   ,,48140,36,T,,3/1/2015 14:51,
560,4812,วังยาง   ,,48130,36,T,,3/1/2015 14:51,
561,4901,เมืองมุกดาหาร   ,,49000,37,T,,3/1/2015 14:51,
562,4902,นิคมคำสร้อย   ,,49130,37,T,,3/1/2015 14:51,
563,4903,ดอนตาล   ,,49120,37,T,,3/1/2015 14:51,
564,4904,ดงหลวง   ,,49140,37,T,,3/1/2015 14:51,
565,4905,คำชะอี   ,,49110,37,T,,3/1/2015 14:51,
566,4906,หว้านใหญ่   ,,49150,37,T,,3/1/2015 14:51,
567,4907,หนองสูง   ,,49160,37,T,,3/1/2015 14:51,
568,5001,เมืองเชียงใหม่   ,,50000,38,T,,3/1/2015 14:51,
569,5002,จอมทอง   ,,50160,38,T,,3/1/2015 14:51,
570,5003,แม่แจ่ม   ,,50270,38,T,,3/1/2015 14:51,
571,5004,เชียงดาว   ,,50170,38,T,,3/1/2015 14:51,
572,5005,ดอยสะเก็ด   ,,50220,38,T,,3/1/2015 14:51,
573,5006,แม่แตง   ,,50150,38,T,,3/1/2015 14:51,
574,5007,แม่ริม   ,,50180,38,T,,3/1/2015 14:51,
575,5008,สะเมิง   ,,50250,38,T,,3/1/2015 14:51,
576,5009,ฝาง   ,,50110,38,T,,3/1/2015 14:51,
577,5010,แม่อาย   ,,50280,38,T,,3/1/2015 14:51,
578,5011,พร้าว   ,,50190,38,T,,3/1/2015 14:51,
579,5012,สันป่าตอง   ,,50120,38,T,,3/1/2015 14:51,
580,5013,สันกำแพง   ,,50130,38,T,,3/1/2015 14:51,
581,5014,สันทราย   ,,50210,38,T,,3/1/2015 14:51,
582,5015,หางดง   ,,50230,38,T,,3/1/2015 14:51,
583,5016,ฮอด   ,,50240,38,T,,3/1/2015 14:51,
584,5017,ดอยเต่า   ,,50260,38,T,,3/1/2015 14:51,
585,5018,อมก๋อย   ,,50310,38,T,,3/1/2015 14:51,
586,5019,สารภี   ,,50140,38,T,,3/1/2015 14:51,
587,5020,เวียงแหง   ,,50350,38,T,,3/1/2015 14:51,
588,5021,ไชยปราการ   ,,50320,38,T,,3/1/2015 14:51,
589,5022,แม่วาง   ,,50360,38,T,,3/1/2015 14:51,
590,5023,แม่ออน   ,,50130,38,T,,3/1/2015 14:51,
591,5024,ดอยหล่อ   ,,50160,38,T,,3/1/2015 14:51,
592,5051,เทศบาลนครเชียงใหม่ (สาขาแขวงกาลวิละ   ,,0,38,T,,3/1/2015 14:51,
593,5052,เทศบาลนครเชียงใหม่ (สาขาแขวงศรีวิชั   ,,0,38,T,,3/1/2015 14:51,
594,5053,เทศบาลนครเชียงใหม่ (สาขาเม็งราย   ,,0,38,T,,3/1/2015 14:51,
595,5101,เมืองลำพูน   ,,51000,39,T,,3/1/2015 14:51,
596,5102,แม่ทา   ,,51140,39,T,,3/1/2015 14:51,
597,5103,บ้านโฮ่ง   ,,51130,39,T,,3/1/2015 14:51,
598,5104,ลี้   ,,51110,39,T,,3/1/2015 14:51,
599,5105,ทุ่งหัวช้าง   ,,51160,39,T,,3/1/2015 14:51,
600,5106,ป่าซาง   ,,51120,39,T,,3/1/2015 14:51,
601,5107,บ้านธิ   ,,51180,39,T,,3/1/2015 14:51,
602,5108,เวียงหนองล่อง   ,,51120,39,T,,3/1/2015 14:51,
603,5201,เมืองลำปาง   ,,52000,40,T,,3/1/2015 14:51,
604,5202,แม่เมาะ   ,,52220,40,T,,3/1/2015 14:51,
605,5203,เกาะคา   ,,52130,40,T,,3/1/2015 14:51,
606,5204,เสริมงาม   ,,52210,40,T,,3/1/2015 14:51,
607,5205,งาว   ,,52110,40,T,,3/1/2015 14:51,
608,5206,แจ้ห่ม   ,,52120,40,T,,3/1/2015 14:51,
609,5207,วังเหนือ   ,,52140,40,T,,3/1/2015 14:51,
610,5208,เถิน   ,,52160,40,T,,3/1/2015 14:51,
611,5209,แม่พริก   ,,52180,40,T,,3/1/2015 14:51,
612,5210,แม่ทะ   ,,52150,40,T,,3/1/2015 14:51,
613,5211,สบปราบ   ,,52170,40,T,,3/1/2015 14:51,
614,5212,ห้างฉัตร   ,,52190,40,T,,3/1/2015 14:51,
615,5213,เมืองปาน   ,,52240,40,T,,3/1/2015 14:51,
616,5301,เมืองอุตรดิตถ์   ,,53000,41,T,,3/1/2015 14:51,
617,5302,ตรอน   ,,53140,41,T,,3/1/2015 14:51,
618,5303,ท่าปลา   ,,53150,41,T,,3/1/2015 14:51,
619,5304,น้ำปาด   ,,53110,41,T,,3/1/2015 14:51,
620,5305,ฟากท่า   ,,53160,41,T,,3/1/2015 14:51,
621,5306,บ้านโคก   ,,53180,41,T,,3/1/2015 14:51,
622,5307,พิชัย   ,,53120,41,T,,3/1/2015 14:51,
623,5308,ลับแล   ,,53130,41,T,,3/1/2015 14:51,
624,5309,ทองแสนขัน   ,,53230,41,T,,3/1/2015 14:51,
625,5401,เมืองแพร่   ,,54000,42,T,,3/1/2015 14:51,
626,5402,ร้องกวาง   ,,54140,42,T,,3/1/2015 14:51,
627,5403,ลอง   ,,54150,42,T,,3/1/2015 14:51,
628,5404,สูงเม่น   ,,54130,42,T,,3/1/2015 14:51,
629,5405,เด่นชัย   ,,54110,42,T,,3/1/2015 14:51,
630,5406,สอง   ,,54120,42,T,,3/1/2015 14:51,
631,5407,วังชิ้น   ,,54160,42,T,,3/1/2015 14:51,
632,5408,หนองม่วงไข่   ,,54170,42,T,,3/1/2015 14:51,
633,5501,เมืองน่าน   ,,55000,43,T,,3/1/2015 14:51,
634,5502,แม่จริม   ,,55170,43,T,,3/1/2015 14:51,
635,5503,บ้านหลวง   ,,55190,43,T,,3/1/2015 14:51,
636,5504,นาน้อย   ,,55150,43,T,,3/1/2015 14:51,
637,5505,ปัว   ,,55120,43,T,,3/1/2015 14:51,
638,5506,ท่าวังผา   ,,55140,43,T,,3/1/2015 14:51,
639,5507,เวียงสา   ,,55110,43,T,,3/1/2015 14:51,
640,5508,ทุ่งช้าง   ,,55130,43,T,,3/1/2015 14:51,
641,5509,เชียงกลาง   ,,55160,43,T,,3/1/2015 14:51,
642,5510,นาหมื่น   ,,55180,43,T,,3/1/2015 14:51,
643,5511,สันติสุข   ,,55210,43,T,,3/1/2015 14:51,
644,5512,บ่อเกลือ   ,,55220,43,T,,3/1/2015 14:51,
645,5513,สองแคว   ,,55160,43,T,,3/1/2015 14:51,
646,5514,ภูเพียง   ,,55000,43,T,,3/1/2015 14:51,
647,5515,เฉลิมพระเกียรติ(43-หนองคาย),,0,43,T,,3/1/2015 14:51,
648,5601,เมืองพะเยา   ,,56000,44,T,,3/1/2015 14:51,
649,5602,จุน   ,,56150,44,T,,3/1/2015 14:51,
650,5603,เชียงคำ   ,,56110,44,T,,3/1/2015 14:51,
651,5604,เชียงม่วน   ,,56160,44,T,,3/1/2015 14:51,
652,5605,ดอกคำใต้   ,,56120,44,T,,3/1/2015 14:51,
653,5606,ปง   ,,56140,44,T,,3/1/2015 14:51,
654,5607,แม่ใจ   ,,56130,44,T,,3/1/2015 14:51,
655,5608,ภูซาง   ,,56110,44,T,,3/1/2015 14:51,
656,5609,ภูกามยาว   ,,56000,44,T,,3/1/2015 14:51,
657,5701,เมืองเชียงราย   ,,57000,45,T,,3/1/2015 14:51,
658,5702,เวียงชัย   ,,57210,45,T,,3/1/2015 14:51,
659,5703,เชียงของ   ,,57140,45,T,,3/1/2015 14:51,
660,5704,เทิง   ,,57160,45,T,,3/1/2015 14:51,
661,5705,พาน   ,,57120,45,T,,3/1/2015 14:51,
662,5706,ป่าแดด   ,,57190,45,T,,3/1/2015 14:51,
663,5707,แม่จัน   ,,57110,45,T,,3/1/2015 14:51,
664,5708,เชียงแสน   ,,57150,45,T,,3/1/2015 14:51,
665,5709,แม่สาย   ,,57130,45,T,,3/1/2015 14:51,
666,5710,แม่สรวย   ,,57180,45,T,,3/1/2015 14:51,
667,5711,เวียงป่าเป้า   ,,57170,45,T,,3/1/2015 14:51,
668,5712,พญาเม็งราย   ,,57290,45,T,,3/1/2015 14:51,
669,5713,เวียงแก่น   ,,57310,45,T,,3/1/2015 14:51,
670,5714,ขุนตาล   ,,57340,45,T,,3/1/2015 14:51,
671,5715,แม่ฟ้าหลวง   ,,57240,45,T,,3/1/2015 14:51,
672,5716,แม่ลาว   ,,57250,45,T,,3/1/2015 14:51,
673,5717,เวียงเชียงรุ้ง   ,,57210,45,T,,3/1/2015 14:51,
674,5718,ดอยหลวง   ,,57110,45,T,,3/1/2015 14:51,
675,5801,เมืองแม่ฮ่องสอน   ,,58000,46,T,,3/1/2015 14:51,
676,5802,ขุนยวม   ,,58140,46,T,,3/1/2015 14:51,
677,5803,ปาย   ,,58130,46,T,,3/1/2015 14:51,
678,5804,แม่สะเรียง   ,,58110,46,T,,3/1/2015 14:51,
679,5805,แม่ลาน้อย   ,,58120,46,T,,3/1/2015 14:51,
680,5806,สบเมย   ,,58110,46,T,,3/1/2015 14:51,
681,5807,ปางมะผ้า   ,,58150,46,T,,3/1/2015 14:51,
682,5881,อ.ม่วยต่อ  จ.แม่ฮ่องสอน   ,,0,46,T,,3/1/2015 14:51,
683,6001,เมืองนครสวรรค์   ,,60000,47,T,,3/1/2015 14:51,
684,6002,โกรกพระ   ,,60170,47,T,,3/1/2015 14:51,
685,6003,ชุมแสง   ,,60120,47,T,,3/1/2015 14:51,
686,6004,หนองบัว   ,,60110,47,T,,3/1/2015 14:51,
687,6005,บรรพตพิสัย   ,,60180,47,T,,3/1/2015 14:51,
688,6006,เก้าเลี้ยว   ,,60230,47,T,,3/1/2015 14:51,
689,6007,ตาคลี   ,,60140,47,T,,3/1/2015 14:51,
690,6008,ท่าตะโก   ,,60160,47,T,,3/1/2015 14:51,
691,6009,ไพศาลี   ,,60220,47,T,,3/1/2015 14:51,
692,6010,พยุหะคีรี   ,,60130,47,T,,3/1/2015 14:51,
693,6011,ลาดยาว   ,,60150,47,T,,3/1/2015 14:51,
694,6012,ตากฟ้า   ,,60190,47,T,,3/1/2015 14:51,
695,6013,แม่วงก์   ,,60150,47,T,,3/1/2015 14:51,
696,6014,แม่เปิน   ,,60150,47,T,,3/1/2015 14:51,
697,6015,ชุมตาบง   ,,60150,47,T,,3/1/2015 14:51,
698,6051,สาขาตำบลห้วยน้ำหอม   ,,0,47,T,,3/1/2015 14:51,
699,6052,กิ่งอำเภอชุมตาบง (สาขาตำบลชุมตาบง)   ,,0,47,T,,3/1/2015 14:51,
700,6053,แม่วงก์ (สาขาตำบลแม่เล่ย์)   ,,0,47,T,,3/1/2015 14:51,
701,6101,เมืองอุทัยธานี   ,,61000,48,T,,3/1/2015 14:51,
702,6102,ทัพทัน   ,,61120,48,T,,3/1/2015 14:51,
703,6103,สว่างอารมณ์   ,,61150,48,T,,3/1/2015 14:51,
704,6104,หนองฉาง   ,,61110,48,T,,3/1/2015 14:51,
705,6105,หนองขาหย่าง   ,,61130,48,T,,3/1/2015 14:51,
706,6106,บ้านไร่   ,,61140,48,T,,3/1/2015 14:51,
707,6107,ลานสัก   ,,61160,48,T,,3/1/2015 14:51,
708,6108,ห้วยคต   ,,61170,48,T,,3/1/2015 14:51,
709,6201,เมืองกำแพงเพชร   ,,62000,49,T,,3/1/2015 14:51,
710,6202,ไทรงาม   ,,62150,49,T,,3/1/2015 14:51,
711,6203,คลองลาน   ,,62180,49,T,,3/1/2015 14:51,
712,6204,ขาณุวรลักษบุรี   ,,62130,49,T,,3/1/2015 14:51,
713,6205,คลองขลุง   ,,62120,49,T,,3/1/2015 14:51,
714,6206,พรานกระต่าย   ,,62110,49,T,,3/1/2015 14:51,
715,6207,ลานกระบือ   ,,62170,49,T,,3/1/2015 14:51,
716,6208,ทรายทองวัฒนา   ,,62190,49,T,,3/1/2015 14:51,
717,6209,ปางศิลาทอง   ,,62120,49,T,,3/1/2015 14:51,
718,6210,บึงสามัคคี   ,,62210,49,T,,3/1/2015 14:51,
719,6211,โกสัมพีนคร   ,,62000,49,T,,3/1/2015 14:51,
720,6301,เมืองตาก   ,,63000,50,T,,3/1/2015 14:51,
721,6302,บ้านตาก   ,,63120,50,T,,3/1/2015 14:51,
722,6303,สามเงา   ,,63130,50,T,,3/1/2015 14:51,
723,6304,แม่ระมาด   ,,63140,50,T,,3/1/2015 14:51,
724,6305,ท่าสองยาง   ,,63150,50,T,,3/1/2015 14:51,
725,6306,แม่สอด   ,,63110,50,T,,3/1/2015 14:51,
726,6307,พบพระ   ,,63160,50,T,,3/1/2015 14:51,
727,6308,อุ้มผาง   ,,63170,50,T,,3/1/2015 14:51,
728,6309,วังเจ้า   ,,63000,50,T,,3/1/2015 14:51,
729,6381,กิ่ง อ.ท่าปุย  จ.ตาก   ,,0,50,T,,3/1/2015 14:51,
730,6401,เมืองสุโขทัย   ,,64000,51,T,,3/1/2015 14:51,
731,6402,บ้านด่านลานหอย   ,,64140,51,T,,3/1/2015 14:51,
732,6403,คีรีมาศ   ,,64160,51,T,,3/1/2015 14:51,
733,6404,กงไกรลาศ   ,,64170,51,T,,3/1/2015 14:51,
734,6405,ศรีสัชนาลัย   ,,64130,51,T,,3/1/2015 14:51,
735,6406,ศรีสำโรง   ,,64120,51,T,,3/1/2015 14:51,
736,6407,สวรรคโลก   ,,64110,51,T,,3/1/2015 14:51,
737,6408,ศรีนคร   ,,64180,51,T,,3/1/2015 14:51,
738,6409,ทุ่งเสลี่ยม   ,,64150,51,T,,3/1/2015 14:51,
739,6501,เมืองพิษณุโลก   ,,65000,52,T,,3/1/2015 14:51,
740,6502,นครไทย   ,,65120,52,T,,3/1/2015 14:51,
741,6503,ชาติตระการ   ,,65170,52,T,,3/1/2015 14:51,
742,6504,บางระกำ   ,,65140,52,T,,3/1/2015 14:51,
743,6505,บางกระทุ่ม   ,,65110,52,T,,3/1/2015 14:51,
744,6506,พรหมพิราม   ,,65150,52,T,,3/1/2015 14:51,
745,6507,วัดโบสถ์   ,,65160,52,T,,3/1/2015 14:51,
746,6508,วังทอง   ,,65130,52,T,,3/1/2015 14:51,
747,6509,เนินมะปราง   ,,65190,52,T,,3/1/2015 14:51,
748,6601,เมืองพิจิตร   ,,66000,53,T,,3/1/2015 14:51,
749,6602,วังทรายพูน   ,,66180,53,T,,3/1/2015 14:51,
750,6603,โพธิ์ประทับช้าง   ,,66190,53,T,,3/1/2015 14:51,
751,6604,ตะพานหิน   ,,66110,53,T,,3/1/2015 14:51,
752,6605,บางมูลนาก   ,,66120,53,T,,3/1/2015 14:51,
753,6606,โพทะเล   ,,66130,53,T,,3/1/2015 14:51,
754,6607,สามง่าม   ,,66140,53,T,,3/1/2015 14:51,
755,6608,ทับคล้อ   ,,66150,53,T,,3/1/2015 14:51,
756,6609,สากเหล็ก   ,,66160,53,T,,3/1/2015 14:51,
757,6610,บึงนาราง   ,,66130,53,T,,3/1/2015 14:51,
758,6611,ดงเจริญ   ,,66210,53,T,,3/1/2015 14:51,
759,6612,วชิรบารมี   ,,66140,53,T,,3/1/2015 14:51,
760,6701,เมืองเพชรบูรณ์   ,,67000,54,T,,3/1/2015 14:51,
761,6702,ชนแดน   ,,67150,54,T,,3/1/2015 14:51,
762,6703,หล่มสัก   ,,67110,54,T,,3/1/2015 14:51,
763,6704,หล่มเก่า   ,,67120,54,T,,3/1/2015 14:51,
764,6705,วิเชียรบุรี   ,,67130,54,T,,3/1/2015 14:51,
765,6706,ศรีเทพ   ,,67170,54,T,,3/1/2015 14:51,
766,6707,หนองไผ่   ,,67140,54,T,,3/1/2015 14:51,
767,6708,บึงสามพัน   ,,67160,54,T,,3/1/2015 14:51,
768,6709,น้ำหนาว   ,,67260,54,T,,3/1/2015 14:51,
769,6710,วังโป่ง   ,,67240,54,T,,3/1/2015 14:51,
770,6711,เขาค้อ   ,,67270,54,T,,3/1/2015 14:51,
771,7001,เมืองราชบุรี   ,,70000,55,T,,3/1/2015 14:51,
772,7002,จอมบึง   ,,70150,55,T,,3/1/2015 14:51,
773,7003,สวนผึ้ง   ,,70180,55,T,,3/1/2015 14:51,
774,7004,ดำเนินสะดวก   ,,70130,55,T,,3/1/2015 14:51,
775,7005,บ้านโป่ง   ,,70110,55,T,,3/1/2015 14:51,
776,7006,บางแพ   ,,70160,55,T,,3/1/2015 14:51,
777,7007,โพธาราม   ,,70120,55,T,,3/1/2015 14:51,
778,7008,ปากท่อ   ,,70140,55,T,,3/1/2015 14:51,
779,7009,วัดเพลง   ,,70170,55,T,,3/1/2015 14:51,
780,7010,บ้านคา   ,,70180,55,T,,3/1/2015 14:51,
781,7074,ท้องถิ่นเทศบาลตำบลบ้านฆ้อง   ,,0,55,T,,3/1/2015 14:51,
782,7101,เมืองกาญจนบุรี   ,,71000,56,T,,3/1/2015 14:51,
783,7102,ไทรโยค   ,,71150,56,T,,3/1/2015 14:51,
784,7103,บ่อพลอย   ,,71160,56,T,,3/1/2015 14:51,
785,7104,ศรีสวัสดิ์   ,,71250,56,T,,3/1/2015 14:51,
786,7105,ท่ามะกา   ,,71120,56,T,,3/1/2015 14:51,
787,7106,ท่าม่วง   ,,71110,56,T,,3/1/2015 14:51,
788,7107,ทองผาภูมิ   ,,71180,56,T,,3/1/2015 14:51,
789,7108,สังขละบุรี   ,,71240,56,T,,3/1/2015 14:51,
790,7109,พนมทวน   ,,71140,56,T,,3/1/2015 14:51,
791,7110,เลาขวัญ   ,,71210,56,T,,3/1/2015 14:51,
792,7111,ด่านมะขามเตี้ย   ,,71260,56,T,,3/1/2015 14:51,
793,7112,หนองปรือ   ,,71220,56,T,,3/1/2015 14:51,
794,7113,ห้วยกระเจา   ,,71170,56,T,,3/1/2015 14:51,
795,7151,สาขาตำบลท่ากระดาน   ,,0,56,T,,3/1/2015 14:51,
